-1,2.182,uW
0,1.953,uW
0.5,1.946,uW
1,1.902,uW
1.5,1.777,uW
2,1.507,uW
2.5,1.072,uW
3,0.5787,uW
3.5,0.2194,uW
4,0.05554,uW
4.5,0.00946,uW
5,0.001228,uW
5.5,0.0001667,uW
6,3.55E-05,uW
